h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.669	0.003	-2.036	1	0.284	0.076	2.012	11.063	-1.277	
0.524	0.004	-2.077	1	0.284	0.076	1.485	11.633	-1.161	
0.498	0.002	-2.117	1	0.284	0.076	1.409	11.593	-1.058	
0.575	0.002	-2.036	2	0.284	0.076	1.499	6.180	-5.955	
0.805	0.000	-2.073	1	0.284	0.076	2.876	5.775	-1.171	
0.787	0.002	-1.963	1	0.284	0.076	2.718	11.768	-1.511	
0.549	0.002	-1.887	1	0.284	0.076	1.561	12.158	-1.802	
0.529	0.004	-1.775	1	0.284	0.076	1.500	11.679	-2.338	
0.489	0.004	-1.743	1	0.284	0.076	1.384	11.657	-2.515	
0.219	0.002	-1.800	1	0.284	0.076	0.750	11.890	-2.203	
0.311	0.004	-1.723	1	0.284	0.076	0.951	11.581	-2.636	
0.104	0.004	-1.723	1	0.284	0.076	0.484	12.431	-2.634	
0.093	0.004	-1.747	1	0.284	0.076	0.454	11.710	-2.492	
0.045	0.002	-1.675	2	0.284	0.076	0.225	8.585	-6.782	
0.015	0.002	-1.766	3	0.284	0.076	0.115	10.258	-10.484	
0.122	0.005	-1.672	2	0.284	0.076	0.463	12.302	-6.799	
0.039	0.002	-1.756	1	0.284	0.076	0.286	11.820	-2.443	
0.004	0.003	-1.768	3	0.284	0.076	0.070	13.679	-10.482	
0.042	0.003	-1.810	2	0.283	0.076	0.257	13.276	-6.306	
0.098	0.003	-1.860	1	0.284	0.076	0.466	11.187	-1.918	
0.037	0.002	-1.890	2	0.284	0.076	0.197	10.871	-6.129	
0.315	0.002	-1.845	1	0.284	0.076	0.960	10.961	-1.987	
0.540	0.002	-1.848	1	0.284	0.076	1.534	10.265	-1.973	
0.517	0.003	-1.816	1	0.284	0.076	1.466	11.056	-2.124	
0.457	0.002	-1.613	1	0.284	0.076	1.300	11.195	-3.407	
0.576	0.002	-1.712	3	0.284	0.076	1.110	6.854	-10.550	
0.569	0.002	-1.874	1	0.284	0.076	1.628	10.202	-1.857	
0.466	0.003	-1.939	1	0.284	0.076	1.323	10.327	-1.596	
0.784	0.002	-2.096	1	0.284	0.076	2.700	9.592	-1.110	
0.464	0.002	-1.979	1	0.284	0.076	1.317	10.080	-1.457	
0.565	0.002	-1.983	1	0.284	0.076	1.615	10.659	-1.444	
0.558	0.002	-2.014	1	0.284	0.076	1.591	10.416	-1.342	
0.543	0.004	-1.863	2	0.284	0.076	1.402	8.531	-6.181	
0.720	0.002	-1.921	1	0.284	0.076	2.278	7.086	-1.664	
0.740	0.003	-1.977	1	0.283	0.076	2.393	6.361	-1.461	
0.675	0.002	-2.009	2	0.283	0.076	1.857	7.643	-5.975	
0.621	0.003	-2.107	1	0.283	0.076	1.814	10.651	-1.083	
0.708	0.003	-2.138	2	0.283	0.076	1.911	9.581	-5.924	
0.865	0.002	-2.115	1	0.283	0.076	3.576	10.134	-1.064	
0.830	0.003	-2.076	1	0.283	0.076	3.124	10.103	-1.163	
0.831	0.004	-2.067	1	0.283	0.076	3.144	9.885	-1.188	
0.762	0.002	-1.993	1	0.283	0.076	2.535	9.947	-1.410	
0.903	0.004	-1.979	1	0.283	0.076	4.308	10.163	-1.457	
0.943	0.002	-2.061	1	0.283	0.076	5.781	9.848	-1.205	
0.660	0.002	-2.026	1	0.283	0.076	2.039	5.294	-1.306	
0.804	0.002	-2.072	1	0.283	0.076	2.867	10.972	-1.175	
0.766	0.002	-2.104	1	0.283	0.076	2.564	11.454	-1.090	
0.375	0.003	-2.123	1	0.283	0.076	1.097	12.670	-1.044	
0.533	0.002	-2.054	1	0.283	0.076	1.512	12.915	-1.225	
0.533	0.003	-2.034	1	0.283	0.076	1.511	13.915	-1.283	
0.386	0.003	-1.886	1	0.283	0.076	1.122	13.697	-1.807	
0.269	0.003	-1.890	1	0.283	0.076	0.861	11.112	-1.789	
0.047	0.002	-1.924	3	0.283	0.076	0.182	8.059	-10.490	
0.049	0.001	-1.942	1	0.283	0.076	0.322	8.400	-1.585	
0.004	0.003	-1.868	1	0.283	0.076	0.091	14.607	-1.883	
0.028	0.005	-1.958	1	0.283	0.076	0.239	15.341	-1.530	
0.003	0.004	-1.911	2	0.283	0.076	0.068	16.910	-6.092	
0.012	0.002	-1.926	2	0.283	0.076	0.111	14.125	-6.069	
0.002	0.003	-1.907	3	0.283	0.076	0.054	16.444	-10.477	
0.131	0.002	-1.895	1	0.283	0.076	0.551	13.846	-1.767	
0.194	0.001	-1.790	1	0.283	0.076	0.694	13.988	-2.257	
0.017	0.002	-1.887	2	0.283	0.076	0.160	13.261	-6.134	
0.008	0.002	-1.845	3	0.283	0.076	0.094	14.315	-10.454	
0.204	0.003	-1.883	2	0.283	0.076	0.621	14.927	-6.141	
0.010	0.003	-1.829	1	0.283	0.076	0.144	14.520	-2.059	
0.022	0.002	-1.806	2	0.283	0.076	0.174	9.619	-6.318	
0.217	0.003	-1.796	1	0.283	0.076	0.746	13.603	-2.227	
0.007	0.002	-1.795	2	0.283	0.076	0.097	14.382	-6.348	
0.096	0.002	-1.882	1	0.283	0.076	0.462	14.304	-1.825	
0.002	0.003	-1.965	1	0.283	0.076	0.070	15.545	-1.504	
0.615	0.003	-2.053	1	0.283	0.076	1.789	12.381	-1.226	
0.566	0.001	-2.138	1	0.283	0.076	1.615	12.364	-1.007	
0.396	0.002	-2.134	1	0.283	0.076	1.146	12.102	-1.018	
0.401	0.003	-2.046	1	0.283	0.076	1.157	12.591	-1.248	
0.523	0.003	-2.083	2	0.283	0.076	1.052	9.898	-5.933	
0.527	0.003	-2.003	1	0.283	0.076	1.495	10.023	-1.378	
0.311	0.001	-2.044	1	0.283	0.076	0.950	12.471	-1.254	
0.016	0.003	-1.927	1	0.283	0.076	0.182	14.405	-1.643	
0.004	0.003	-1.909	3	0.283	0.076	0.056	13.099	-10.479	
0.185	0.004	-1.901	2	0.283	0.076	0.477	10.643	-6.109	
0.122	0.003	-2.025	1	0.283	0.076	0.528	10.434	-1.308	
0.410	0.003	-2.080	1	0.283	0.076	1.180	9.845	-1.152	
0.574	0.004	-2.047	1	0.283	0.076	1.643	9.569	-1.245	
0.407	0.004	-2.097	1	0.283	0.076	1.173	10.028	-1.108	
0.446	0.002	-2.026	1	0.283	0.076	1.270	10.201	-1.306	
0.573	0.002	-2.109	1	0.283	0.076	1.641	10.310	-1.077	
0.616	0.002	-2.042	1	0.283	0.076	1.793	10.452	-1.260	
0.419	0.002	-2.139	1	0.283	0.076	1.203	10.512	-1.006	
0.563	0.002	-2.120	1	0.283	0.076	1.605	9.815	-1.051	
0.614	0.002	-2.143	1	0.283	0.076	1.784	8.986	-0.997	
0.475	0.002	-2.083	1	0.283	0.076	1.346	9.946	-1.144	
0.422	0.002	-1.992	1	0.283	0.076	1.212	6.548	-1.412	
0.333	0.002	-2.110	1	0.283	0.076	1.000	9.221	-1.075	
0.043	0.001	-2.091	1	0.283	0.076	0.300	10.124	-1.124	
0.049	0.001	-2.133	1	0.283	0.076	0.322	9.783	-1.020	
0.043	0.001	-2.015	1	0.283	0.076	0.301	9.805	-1.339	
0.002	0.001	-2.099	1	0.283	0.076	0.056	10.424	-1.104	
0.136	0.001	-2.137	1	0.283	0.076	0.561	8.678	-1.009	
0.121	0.001	-2.138	1	0.283	0.076	0.526	9.103	-1.009	
0.185	0.001	-2.104	2	0.283	0.076	0.584	6.653	-5.927	
0.077	0.001	-2.086	1	0.283	0.076	0.409	8.007	-1.138	
0.007	0.003	-1.911	1	0.283	0.076	0.120	9.367	-1.703	
0.021	0.002	-1.806	1	0.283	0.076	0.210	7.636	-2.176	
0.044	0.001	-1.708	1	0.283	0.076	0.315	6.168	-2.732	
0.230	0.003	-1.642	2	0.283	0.076	0.687	4.707	-6.940	
0.746	0.002	-1.546	1	0.283	0.076	3.132	2.921	-3.984	
0.551	0.001	-1.705	2	0.283	0.076	1.361	6.947	-6.657	
0.208	0.003	-1.623	1	0.283	0.076	0.726	8.760	-3.329	
0.014	0.002	-1.567	4	0.283	0.076	0.094	9.222	-14.534	
0.002	0.002	-1.487	4	0.283	0.076	0.034	8.115	-14.743	
0.003	0.002	-1.399	3	0.283	0.076	0.052	6.474	-11.982	
0.005	0.001	-1.378	4	0.283	0.076	0.065	6.319	-15.295	
0.004	0.002	-1.646	2	0.283	0.076	0.070	7.490	-6.922	
0.004	0.002	-1.694	3	0.283	0.076	0.073	9.463	-10.581	
0.122	0.003	-1.730	3	0.283	0.076	0.320	5.396	-10.524	
0.134	0.002	-1.668	3	0.283	0.076	0.370	2.849	-10.635	
0.006	0.002	-1.732	3	0.283	0.076	0.075	5.840	-10.520	
0.008	0.001	-1.871	2	0.283	0.076	0.120	3.541	-6.164	
0.035	0.001	-1.957	1	0.283	0.076	0.346	4.140	-1.534	
0.004	0.001	-1.896	2	0.283	0.076	0.078	4.861	-6.117	
0.001	0.001	-1.846	3	0.283	0.076	0.038	4.073	-10.454	
0.002	0.002	-1.867	3	0.283	0.076	0.039	2.728	-10.458	
0.141	0.002	-1.734	3	0.283	0.076	0.385	2.722	-10.518	
0.003	0.002	-1.730	4	0.283	0.076	0.052	8.005	-14.487	
0.008	0.002	-1.727	3	0.283	0.076	0.097	6.077	-10.528	
0.001	0.001	-1.582	4	0.283	0.076	0.029	4.102	-14.509	
0.015	0.001	-1.467	3	0.283	0.076	0.132	3.865	-11.477	
0.017	0.000	-1.385	1	0.283	0.076	0.190	0.272	-5.801	
0.088	0.002	-1.437	3	0.283	0.076	0.319	3.487	-11.686	
0.001	0.001	-1.404	3	0.283	0.076	0.038	2.431	-11.941	
0.015	0.001	-1.513	1	0.283	0.076	0.316	3.193	-4.297	
0.006	0.003	-1.740	2	0.283	0.076	0.101	4.291	-6.522	
0.288	0.001	-1.820	1	0.283	0.076	1.557	2.295	-2.106	
0.792	0.001	-1.781	1	0.283	0.076	2.859	2.602	-2.304	
0.867	0.001	-1.673	1	0.283	0.076	3.733	2.142	-2.964	
0.806	0.001	-1.604	2	0.283	0.076	2.550	-0.538	-7.148	
0.671	0.001	-1.551	1	0.283	0.076	2.149	-2.381	-3.936	
0.007	0.001	-1.521	3	0.283	0.076	0.075	3.709	-11.167	
0.019	0.004	-1.525	3	0.283	0.076	0.132	6.541	-11.146	
0.030	0.003	-1.408	4	0.283	0.076	0.150	3.608	-15.110	
0.009	0.002	-1.368	4	0.283	0.076	0.079	3.950	-15.363	
0.044	0.001	-1.384	2	0.283	0.076	0.267	3.225	-8.968	
0.127	0.003	-1.303	2	0.283	0.076	0.478	4.492	-9.998	
0.003	0.002	-1.220	3	0.283	0.076	0.051	6.365	-14.067	
0.025	0.002	-1.145	4	0.283	0.076	0.141	5.473	-17.947	
0.001	0.001	-1.128	3	0.283	0.076	0.040	7.459	-15.712	
0.017	0.001	-1.235	3	0.283	0.076	0.124	4.782	-13.845	
0.004	0.001	-1.347	4	0.283	0.076	0.057	5.234	-15.515	
0.022	0.002	-1.351	4	0.283	0.076	0.122	4.395	-15.487	
0.013	0.003	-1.260	4	0.283	0.076	0.098	3.432	-16.329	
0.014	0.002	-1.228	4	0.283	0.076	0.121	3.476	-16.715	
0.004	0.000	-1.132	3	0.283	0.076	0.054	2.097	-15.640	
0.004	0.001	-1.255	3	0.283	0.076	0.058	4.589	-13.562	
0.002	0.001	-1.314	3	0.283	0.076	0.041	5.788	-12.822	
0.018	0.001	-1.387	2	0.283	0.076	0.252	1.664	-8.937	
0.009	0.001	-1.365	4	0.283	0.076	0.079	6.618	-15.381	
0.002	0.003	-1.437	4	0.283	0.076	0.036	6.034	-14.952	
0.016	0.002	-1.498	3	0.283	0.076	0.124	5.590	-11.288	
0.002	0.002	-1.486	4	0.283	0.076	0.037	4.694	-14.747	
0.002	0.002	-1.452	4	0.283	0.076	0.034	9.399	-14.886	
0.036	0.001	-1.426	4	0.283	0.076	0.179	5.838	-15.012	
0.007	0.003	-1.355	4	0.283	0.076	0.086	7.872	-15.457	
0.022	0.002	-1.271	3	0.283	0.076	0.144	7.570	-13.337	
0.032	0.002	-1.287	3	0.283	0.076	0.177	6.339	-13.133	
0.014	0.004	-1.369	3	0.283	0.076	0.101	3.291	-12.252	
0.031	0.003	-1.388	3	0.283	0.076	0.162	4.534	-12.079	
0.007	0.001	-1.537	3	0.283	0.076	0.071	4.139	-11.087	
0.100	0.003	-1.536	2	0.283	0.076	0.410	5.369	-7.583	
0.255	0.003	-1.628	3	0.283	0.076	0.557	5.152	-10.737	
0.264	0.001	-1.653	2	0.283	0.076	1.039	3.009	-6.887	
0.090	0.003	-1.672	2	0.283	0.076	0.384	6.195	-6.797	
0.001	0.001	-1.717	2	0.283	0.076	0.036	7.378	-6.606	
0.002	0.001	-1.786	2	0.283	0.076	0.054	8.036	-6.374	
0.028	0.001	-1.739	1	0.283	0.076	0.439	4.761	-2.538	
0.044	0.001	-1.742	2	0.283	0.076	0.271	9.228	-6.517	
0.025	0.003	-1.743	2	0.283	0.076	0.205	9.685	-6.513	
0.043	0.001	-1.829	2	0.283	0.076	0.217	4.441	-6.258	
0.006	0.002	-1.969	4	0.283	0.076	0.062	6.878	-15.058	
0.227	0.001	-1.947	1	0.283	0.076	0.769	2.412	-1.569	
0.235	0.002	-2.027	1	0.283	0.076	0.784	3.787	-1.302	
0.138	0.001	-2.012	1	0.283	0.076	0.585	3.856	-1.348	
0.024	0.003	-2.115	2	0.283	0.076	0.194	6.136	-5.925	
0.002	0.001	-2.054	2	0.283	0.076	0.051	8.429	-5.945	
0.006	0.001	-2.063	3	0.283	0.076	0.070	7.044	-10.681	
0.004	0.001	-2.108	2	0.283	0.076	0.083	4.427	-5.926	
0.082	0.001	-2.104	1	0.283	0.076	0.732	4.491	-1.090	
0.009	0.002	-2.023	3	0.283	0.076	0.094	11.134	-10.613	
0.007	0.001	-1.956	3	0.283	0.076	0.078	6.630	-10.521	
0.023	0.001	-2.112	1	0.283	0.076	0.216	1.394	-1.070	
0.089	0.000	-1.893	1	0.283	0.076	0.801	3.693	-1.777	
0.009	0.002	-1.783	3	0.283	0.076	0.089	7.673	-10.471	
0.064	0.004	-1.742	4	0.283	0.076	0.211	5.255	-14.501	
0.005	0.001	-1.851	4	0.283	0.076	0.055	1.634	-14.702	
0.030	0.001	-1.960	2	0.283	0.076	0.181	-0.364	-6.023	
0.018	0.001	-1.969	1	0.283	0.076	0.198	7.449	-1.489	
0.014	0.002	-1.863	1	0.283	0.076	0.172	8.191	-1.903	
0.017	0.001	-1.929	3	0.283	0.076	0.133	3.061	-10.495	
0.010	0.002	-1.786	4	0.283	0.076	0.083	4.954	-14.566	
0.005	0.001	-1.861	4	0.283	0.076	0.063	10.285	-14.727	
0.044	0.003	-1.757	2	0.283	0.076	0.270	9.253	-6.463	
0.002	0.002	-1.656	4	0.283	0.076	0.048	9.834	-14.453	
0.157	0.002	-1.656	3	0.283	0.076	0.448	1.475	-10.663	
0.105	0.002	-1.603	3	0.283	0.076	0.331	2.880	-10.817	
0.010	0.001	-1.595	3	0.283	0.076	0.108	7.984	-10.844	
0.001	0.002	-1.643	1	0.283	0.076	0.051	7.120	-3.178	
0.038	0.001	-1.500	2	0.283	0.076	0.251	7.094	-7.853	
0.002	0.002	-1.501	4	0.283	0.076	0.040	7.949	-14.696	
0.023	0.001	-1.472	2	0.283	0.076	0.157	3.706	-8.091	
0.013	0.001	-1.560	3	0.283	0.076	0.134	4.221	-10.983	
0.017	0.000	-1.616	1	0.283	0.076	0.193	5.625	-3.381	
0.016	0.002	-1.525	3	0.283	0.076	0.123	3.846	-11.145	
0.005	0.003	-1.514	4	0.283	0.076	0.057	3.741	-14.657	
0.003	0.001	-1.534	1	0.283	0.076	0.085	6.335	-4.096	
0.300	0.001	-1.463	1	0.283	0.076	1.604	1.763	-4.841	
0.513	0.001	-1.693	1	0.283	0.076	1.504	-0.937	-2.830	
0.697	0.001	-1.811	1	0.283	0.076	2.218	2.131	-2.151	
0.444	0.001	-1.814	1	0.283	0.076	1.308	2.717	-2.136	
0.319	0.000	-1.821	1	0.283	0.076	0.971	-2.345	-2.098	
0.001	0.000	-1.866	3	0.283	0.076	0.038	4.723	-10.458	
0.162	0.002	-1.796	1	0.283	0.076	0.622	2.700	-2.226	
0.002	0.001	-1.860	2	0.283	0.076	0.054	7.494	-6.187	
0.102	0.002	-1.890	1	0.283	0.076	0.478	2.218	-1.791	
0.126	0.002	-2.014	3	0.283	0.076	0.402	2.130	-10.599	
0.014	0.002	-2.089	3	0.283	0.076	0.117	6.238	-10.733	
0.272	0.001	-2.093	1	0.283	0.076	1.116	3.484	-1.120	
0.177	0.001	-2.044	1	0.283	0.076	0.679	4.685	-1.254	
0.008	0.000	-1.959	1	0.283	0.076	0.129	4.914	-1.526	
0.286	0.001	-1.987	1	0.283	0.076	0.926	4.607	-1.428	
0.298	0.002	-2.085	1	0.283	0.076	0.954	4.516	-1.139	
0.213	0.002	-2.136	1	0.283	0.076	0.738	2.537	-1.014	
0.235	0.002	-2.114	1	0.283	0.076	0.811	4.318	-1.066	
0.020	0.001	-2.081	2	0.283	0.076	0.177	4.230	-5.933	
0.133	0.002	-2.048	3	0.283	0.076	0.367	1.334	-10.655	
0.345	0.001	-2.005	2	0.283	0.076	0.853	1.744	-5.978	
0.152	0.001	-2.031	1	0.283	0.076	0.601	4.213	-1.291	
0.043	0.004	-2.012	3	0.283	0.076	0.190	4.603	-10.595	
0.012	0.002	-1.994	4	0.283	0.076	0.092	9.839	-15.151	
0.007	0.002	-2.095	2	0.283	0.076	0.103	8.319	-5.929	
0.115	0.001	-2.119	1	0.283	0.076	0.528	5.718	-1.054	
0.002	0.001	-2.072	1	0.283	0.076	0.062	1.562	-1.175	
0.001	0.001	-2.029	2	0.283	0.076	0.038	4.132	-5.960	
0.129	0.001	-2.031	1	0.283	0.076	0.545	4.643	-1.292	
0.152	0.001	-2.117	1	0.283	0.076	0.621	5.956	-1.057	
0.030	0.001	-2.037	2	0.283	0.076	0.196	6.768	-5.954	
0.035	0.002	-2.142	1	0.283	0.076	0.277	6.220	-0.999	
0.137	0.001	-2.004	1	0.283	0.076	0.583	4.903	-1.374	
0.207	0.002	-2.060	1	0.283	0.076	0.722	3.077	-1.209	
0.027	0.001	-1.992	1	0.283	0.076	0.236	3.214	-1.414	
0.024	0.002	-2.016	1	0.283	0.076	0.224	4.418	-1.336	
0.160	0.001	-2.037	1	0.283	0.076	0.618	3.035	-1.273	
0.002	0.001	-2.018	3	0.283	0.076	0.038	5.219	-10.605	
0.173	0.001	-2.084	1	0.283	0.076	0.669	4.292	-1.142	
0.025	0.002	-2.033	1	0.283	0.076	0.236	5.223	-1.284	
0.184	0.000	-2.058	1	0.283	0.076	0.718	-3.894	-1.214	
0.013	0.002	-1.745	4	0.283	0.076	0.092	4.175	-14.505	
0.086	0.002	-1.706	3	0.283	0.076	0.337	4.534	-10.559	
0.038	0.002	-1.537	2	0.283	0.076	0.264	6.495	-7.577	
0.002	0.001	-1.537	3	0.283	0.076	0.035	8.085	-11.084	
0.018	0.002	-1.588	2	0.283	0.076	0.180	3.146	-7.240	
0.004	0.000	-1.599	1	0.283	0.076	0.086	2.800	-3.519	
0.007	0.002	-1.633	3	0.283	0.076	0.084	9.550	-10.724	
0.029	0.005	-1.546	4	0.283	0.076	0.124	3.952	-14.575	
0.017	0.002	-1.540	2	0.283	0.076	0.136	4.706	-7.552	
0.002	0.001	-1.597	3	0.283	0.076	0.049	7.975	-10.837	
0.010	0.002	-1.595	2	0.283	0.076	0.125	7.174	-7.200	
0.211	0.001	-1.705	1	0.283	0.076	0.734	1.928	-2.748	
0.029	0.001	-1.767	1	0.283	0.076	0.533	1.446	-2.381	
0.021	0.001	-1.703	1	0.283	0.076	0.356	3.008	-2.761	
0.008	0.001	-1.725	4	0.283	0.076	0.069	0.999	-14.483	
0.080	0.002	-1.642	3	0.283	0.076	0.316	-0.278	-10.698	
0.085	0.001	-1.750	1	0.283	0.076	0.446	5.182	-2.475	
0.420	0.003	-1.600	2	0.283	0.076	0.888	2.007	-7.168	
0.343	0.002	-1.682	2	0.283	0.076	0.736	3.879	-6.752	
0.121	0.003	-1.641	2	0.283	0.076	0.390	5.091	-6.945	
0.002	0.001	-1.486	2	0.283	0.076	0.052	9.675	-7.974	
0.011	0.003	-1.440	4	0.283	0.076	0.112	7.095	-14.938	
0.009	0.001	-1.524	3	0.283	0.076	0.082	5.031	-11.148	
0.058	0.000	-1.646	2	0.283	0.076	0.259	-0.056	-6.919	
0.036	0.001	-1.741	1	0.283	0.076	0.275	2.890	-2.526	
0.006	0.001	-1.923	3	0.283	0.076	0.074	1.987	-10.489	
0.007	0.002	-1.959	3	0.283	0.076	0.079	3.684	-10.525	
0.052	0.000	-1.893	1	0.283	0.076	0.726	-0.126	-1.779	
0.222	0.001	-1.965	2	0.283	0.076	0.661	0.990	-6.018	
0.008	0.001	-2.133	1	0.283	0.076	0.224	4.913	-1.019	
0.013	0.001	-2.123	1	0.283	0.076	0.277	5.187	-1.043	
0.025	0.001	-2.114	2	0.283	0.076	0.201	5.938	-5.925	
0.007	0.002	-1.984	3	0.283	0.076	0.079	6.557	-10.556	
0.225	0.001	-1.866	1	0.283	0.076	1.673	0.319	-1.893	
0.012	0.002	-1.800	2	0.283	0.076	0.119	2.486	-6.332	
0.068	0.003	-1.753	2	0.283	0.076	0.331	2.356	-6.478	
0.013	0.004	-1.869	2	0.283	0.076	0.143	6.020	-6.168	
0.003	0.000	-1.867	1	0.283	0.076	0.076	0.331	-1.885	
0.108	0.001	-1.911	1	0.283	0.076	0.891	3.939	-1.703	
0.003	0.001	-1.927	1	0.283	0.076	0.147	5.937	-1.644	
0.101	0.003	-1.900	2	0.283	0.076	0.411	6.699	-6.111	
0.214	0.002	-1.834	1	0.283	0.076	1.280	4.742	-2.039	
0.005	0.001	-1.758	1	0.283	0.076	0.165	6.546	-2.431	
0.003	0.002	-1.673	3	0.283	0.076	0.050	7.678	-10.624	
0.002	0.001	-1.525	4	0.283	0.076	0.033	5.289	-14.625	
0.001	0.002	-1.517	3	0.283	0.076	0.036	9.175	-11.185	
0.012	0.002	-1.458	4	0.283	0.076	0.096	7.122	-14.860	
0.006	0.003	-1.508	3	0.283	0.076	0.074	7.276	-11.233	
0.010	0.003	-1.414	4	0.283	0.076	0.098	2.632	-15.077	
0.040	0.003	-1.650	2	0.283	0.076	0.255	4.321	-6.903	
0.166	0.002	-1.557	2	0.283	0.076	0.590	5.726	-7.438	
0.008	0.002	-1.614	2	0.283	0.076	0.108	9.839	-7.091	
0.008	0.003	-1.569	3	0.283	0.076	0.084	9.634	-10.943	
0.020	0.003	-1.598	4	0.283	0.076	0.131	9.723	-14.489	
0.053	0.002	-1.566	1	0.283	0.076	0.606	7.046	-3.804	
0.177	0.001	-1.678	2	0.283	0.076	0.597	3.745	-6.770	
0.003	0.001	-1.540	3	0.283	0.076	0.061	9.485	-11.072	
0.042	0.002	-1.564	3	0.283	0.076	0.196	6.957	-10.965	
0.006	0.002	-1.520	3	0.283	0.076	0.073	10.312	-11.169	
0.081	0.002	-1.503	4	0.283	0.076	0.232	6.323	-14.691	
0.342	0.001	-1.681	1	0.283	0.076	1.770	7.691	-2.907	
0.470	0.003	-1.760	2	0.283	0.076	1.153	8.009	-6.453	
0.571	0.002	-1.667	2	0.283	0.076	1.450	6.690	-6.821	
0.568	0.001	-1.728	1	0.283	0.076	2.810	6.124	-2.604	
0.604	0.002	-1.752	1	0.283	0.076	3.028	6.729	-2.462	
0.725	0.001	-1.794	1	0.283	0.076	3.985	6.820	-2.237	
0.404	0.002	-1.872	2	0.283	0.076	1.426	4.468	-6.163	
0.331	0.002	-1.862	2	0.283	0.076	0.883	7.909	-6.184	
0.385	0.002	-1.966	1	0.283	0.076	1.940	6.781	-1.501	
0.281	0.001	-1.893	1	0.283	0.076	1.531	6.179	-1.775	
0.219	0.001	-2.039	1	0.283	0.076	1.298	5.882	-1.267	
0.143	0.003	-2.023	2	0.283	0.076	0.519	8.864	-5.964	
0.039	0.002	-1.936	2	0.283	0.076	0.250	6.222	-6.055	
0.023	0.002	-1.790	2	0.283	0.076	0.280	4.626	-6.361	
0.001	0.001	-1.861	3	0.283	0.076	0.040	8.646	-10.456	
0.089	0.003	-1.896	2	0.283	0.076	0.388	5.691	-6.117	
0.036	0.001	-1.923	2	0.283	0.076	0.238	5.290	-6.074	
0.062	0.001	-1.865	1	0.283	0.076	0.632	4.804	-1.895	
0.034	0.001	-1.772	2	0.283	0.076	0.233	7.018	-6.414	
0.014	0.002	-1.668	4	0.283	0.076	0.122	7.062	-14.453	
0.002	0.001	-1.661	2	0.283	0.076	0.050	9.465	-6.848	
0.016	0.002	-1.719	2	0.283	0.076	0.154	8.629	-6.602	
0.004	0.002	-1.733	2	0.283	0.076	0.081	9.642	-6.547	
0.083	0.003	-1.644	3	0.283	0.076	0.289	4.585	-10.695	
0.178	0.001	-1.522	2	0.283	0.076	0.577	3.191	-7.688	
0.147	0.002	-1.516	2	0.283	0.076	0.512	6.534	-7.732	
0.028	0.002	-1.541	3	0.283	0.076	0.162	7.302	-11.065	
0.024	0.003	-1.629	4	0.283	0.076	0.111	5.413	-14.463	
0.009	0.002	-1.649	3	0.283	0.076	0.089	11.252	-10.681	
0.045	0.002	-1.613	2	0.283	0.076	0.267	10.241	-7.094	
0.265	0.001	-1.558	1	0.283	0.076	0.851	7.239	-3.873	
0.137	0.002	-1.507	4	0.283	0.076	0.315	6.944	-14.678	
0.058	0.005	-1.329	3	0.283	0.076	0.272	9.897	-12.652	
0.055	0.004	-1.342	4	0.283	0.076	0.213	10.333	-15.560	
0.160	0.002	-1.484	1	0.283	0.076	1.119	6.549	-4.607	
0.150	0.002	-1.558	3	0.283	0.076	0.391	9.972	-10.989	
0.144	0.005	-1.486	4	0.283	0.076	0.410	9.413	-14.748	
0.007	0.004	-1.554	2	0.283	0.076	0.100	16.776	-7.456	
0.007	0.003	-1.555	4	0.283	0.076	0.075	16.983	-14.557	
0.002	0.002	-1.537	3	0.283	0.076	0.045	14.830	-11.086	
0.066	0.002	-1.358	1	0.283	0.076	0.378	11.690	-6.185	
0.005	0.004	-1.485	3	0.283	0.076	0.081	17.109	-11.367	
0.010	0.005	-1.571	2	0.283	0.076	0.129	17.821	-7.343	
0.008	0.003	-1.597	2	0.283	0.076	0.108	18.407	-7.187	
0.002	0.003	-1.559	3	0.283	0.076	0.046	15.884	-10.985	
0.034	0.001	-1.512	3	0.283	0.076	0.217	15.346	-11.214	
0.087	0.003	-1.636	2	0.283	0.076	0.388	10.685	-6.973	
0.018	0.004	-1.552	2	0.283	0.076	0.166	15.848	-7.472	
0.090	0.002	-1.464	2	0.283	0.076	0.391	14.631	-8.163	
0.008	0.003	-1.383	4	0.283	0.076	0.082	11.216	-15.264	
0.057	0.001	-1.297	2	0.283	0.076	0.325	12.753	-10.074	
0.004	0.001	-1.303	3	0.283	0.076	0.063	14.445	-12.944	
0.025	0.002	-1.383	3	0.283	0.076	0.152	14.388	-12.122	
0.028	0.002	-1.424	3	0.283	0.076	0.176	10.144	-11.783	
0.004	0.006	-1.491	4	0.283	0.076	0.054	13.844	-14.731	
0.003	0.003	-1.491	2	0.283	0.076	0.063	15.596	-7.929	
0.005	0.004	-1.484	3	0.283	0.076	0.082	14.195	-11.368	
0.005	0.001	-1.551	1	0.283	0.076	0.102	11.741	-3.941	
0.019	0.003	-1.437	2	0.283	0.076	0.180	14.891	-8.416	
0.007	0.003	-1.372	4	0.283	0.076	0.076	13.412	-15.337	
0.210	0.003	-1.482	2	0.283	0.076	0.665	7.030	-8.008	
0.273	0.003	-1.511	3	0.283	0.076	0.569	7.863	-11.218	
