h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.083	0.001	-1.963	1	0.162	0.064	0.574	3.889	-1.772	
0.186	0.001	-1.947	1	0.162	0.064	0.849	5.198	-1.841	
0.229	0.001	-2.043	1	0.162	0.064	1.040	3.301	-1.474	
0.552	0.000	-2.116	0	0.162	0.064	0.000	0.000	3.618	
0.641	0.002	-2.057	1	0.162	0.064	2.297	4.872	-1.428	
0.669	0.001	-1.990	1	0.162	0.064	2.483	3.818	-1.665	
0.689	0.000	-1.921	0	0.162	0.064	0.000	0.000	2.455	
0.759	0.001	-1.898	1	0.162	0.064	3.150	3.822	-2.062	
0.692	0.001	-1.923	1	0.162	0.064	2.857	2.292	-1.945	
0.383	0.000	-1.920	0	0.162	0.064	0.000	0.000	2.451	
0.402	0.002	-1.940	1	0.162	0.064	1.563	2.895	-1.872	
0.775	0.000	-2.002	0	0.162	0.064	0.000	0.000	2.981	
0.505	0.000	-2.110	0	0.162	0.064	0.000	0.000	3.591	
0.640	0.001	-1.932	1	0.162	0.064	2.341	3.179	-1.907	
0.690	0.001	-1.915	1	0.162	0.064	2.561	4.764	-1.983	
0.685	0.003	-1.932	1	0.162	0.064	2.613	4.009	-1.907	
0.686	0.000	-2.001	0	0.162	0.064	0.000	0.000	2.975	
0.864	0.001	-1.956	1	0.162	0.064	4.408	3.244	-1.802	
0.868	0.002	-1.976	1	0.162	0.064	4.414	4.219	-1.720	
0.868	0.002	-1.976	1	0.162	0.064	4.414	4.219	-1.720	
0.761	0.002	-1.985	1	0.162	0.064	3.064	4.584	-1.685	
0.239	0.000	-1.781	0	0.162	0.064	0.000	0.000	1.378	
0.106	0.002	-1.833	1	0.162	0.064	0.602	5.228	-2.399	
0.122	0.003	-1.796	2	0.162	0.064	0.478	5.182	-6.730	
0.230	0.001	-1.795	2	0.162	0.064	0.706	2.913	-6.736	
0.212	0.002	-1.826	1	0.162	0.064	0.921	5.118	-2.437	
0.004	0.001	-1.831	2	0.162	0.064	0.087	5.608	-6.609	
0.111	0.002	-1.826	2	0.162	0.064	0.447	5.512	-6.626	
0.141	0.000	-1.948	1	0.162	0.064	0.717	5.297	-1.838	
0.019	0.001	-1.869	2	0.162	0.064	0.175	6.395	-6.494	
0.001	0.002	-1.777	2	0.162	0.064	0.042	6.933	-6.804	
0.024	0.003	-1.827	1	0.162	0.064	0.268	6.985	-2.429	
0.006	0.002	-1.845	3	0.162	0.064	0.082	8.369	-10.799	
0.099	0.003	-1.876	1	0.162	0.064	0.568	6.261	-2.170	
0.027	0.003	-1.881	4	0.162	0.064	0.135	3.966	-15.099	
0.025	0.002	-1.875	3	0.162	0.064	0.153	5.149	-10.783	
0.004	0.002	-1.798	1	0.162	0.064	0.119	6.923	-2.601	
0.010	0.002	-1.842	2	0.162	0.064	0.132	7.643	-6.575	
0.104	0.001	-1.707	1	0.162	0.064	0.584	6.234	-3.215	
0.162	0.001	-1.759	1	0.162	0.064	0.756	5.980	-2.847	
0.001	0.002	-1.793	4	0.162	0.064	0.031	7.574	-14.967	
0.048	0.002	-1.803	1	0.162	0.064	0.385	6.641	-2.572	
0.023	0.002	-1.737	3	0.162	0.064	0.167	6.317	-10.958	
0.030	0.002	-1.856	1	0.162	0.064	0.313	6.105	-2.270	
0.016	0.002	-1.905	2	0.162	0.064	0.170	7.288	-6.404	
0.133	0.001	-1.927	1	0.162	0.064	0.686	4.403	-1.929	
0.059	0.001	-1.942	1	0.162	0.064	0.431	6.532	-1.863	
0.032	0.001	-2.037	1	0.162	0.064	0.310	6.849	-1.495	
0.022	0.001	-1.970	1	0.162	0.064	0.263	6.267	-1.747	
0.108	0.001	-1.916	1	0.162	0.064	0.607	5.221	-1.976	
0.066	0.001	-1.976	1	0.162	0.064	0.472	5.776	-1.720	
0.010	0.003	-2.021	2	0.162	0.064	0.128	8.047	-6.195	
0.054	0.001	-2.091	1	0.162	0.064	0.409	6.584	-1.320	
0.050	0.003	-2.059	1	0.162	0.064	0.407	5.921	-1.421	
0.032	0.001	-1.974	1	0.162	0.064	0.320	5.147	-1.730	
0.145	0.002	-2.037	1	0.162	0.064	0.707	6.047	-1.495	
0.222	0.002	-2.091	1	0.162	0.064	0.948	5.089	-1.318	
0.216	0.000	-2.160	0	0.162	0.064	0.000	0.000	3.840	
0.144	0.001	-2.127	2	0.162	0.064	0.518	5.127	-6.104	
0.317	0.000	-2.002	1	0.162	0.064	1.380	1.114	-1.620	
0.420	0.002	-2.083	1	0.162	0.064	1.462	5.323	-1.343	
0.468	0.003	-2.139	1	0.162	0.064	1.612	5.226	-1.180	
0.675	0.000	-2.111	0	0.162	0.064	0.000	0.000	3.595	
0.511	0.001	-2.095	1	0.162	0.064	1.793	3.445	-1.308	
0.442	0.002	-2.136	1	0.162	0.064	1.579	4.512	-1.188	
0.476	0.001	-2.154	1	0.162	0.064	1.690	4.444	-1.140	
0.412	0.000	-2.177	0	0.162	0.064	0.000	0.000	3.923	
0.008	0.000	-2.053	0	0.162	0.064	0.000	0.000	3.280	
0.003	0.001	-2.194	1	0.162	0.064	0.091	7.131	-1.040	
0.061	0.002	-2.132	1	0.162	0.064	0.450	5.755	-1.199	
0.156	0.001	-2.152	1	0.162	0.064	0.739	6.002	-1.145	
0.125	0.001	-2.120	1	0.162	0.064	0.671	5.363	-1.234	
0.127	0.000	-1.995	1	0.162	0.064	0.742	-1.657	-1.648	
0.167	0.002	-2.137	1	0.162	0.064	0.794	5.197	-1.187	
0.018	0.002	-2.120	2	0.162	0.064	0.173	6.698	-6.107	
0.016	0.001	-2.196	1	0.162	0.064	0.244	4.712	-1.035	
0.003	0.002	-2.184	1	0.162	0.064	0.089	6.187	-1.065	
0.092	0.001	-2.181	1	0.162	0.064	0.547	6.300	-1.070	
0.013	0.002	-2.204	1	0.162	0.064	0.197	7.266	-1.016	
0.017	0.002	-2.127	1	0.162	0.064	0.231	5.457	-1.213	
0.087	0.002	-2.121	1	0.162	0.064	0.549	5.629	-1.231	
0.019	0.001	-2.179	2	0.162	0.064	0.156	4.242	-6.087	
0.065	0.000	-2.114	1	0.162	0.064	0.468	5.718	-1.250	
0.142	0.002	-2.183	1	0.162	0.064	0.714	4.363	-1.067	
0.145	0.002	-2.195	1	0.162	0.064	0.708	6.044	-1.038	
0.003	0.001	-2.202	1	0.162	0.064	0.099	7.095	-1.021	
0.003	0.002	-2.155	2	0.162	0.064	0.069	8.268	-6.093	
0.006	0.003	-2.116	1	0.162	0.064	0.138	6.885	-1.244	
0.001	0.002	-2.066	3	0.162	0.064	0.039	6.641	-10.895	
0.002	0.001	-2.093	2	0.162	0.064	0.045	5.733	-6.125	
0.014	0.003	-2.104	2	0.162	0.064	0.154	7.434	-6.117	
0.069	0.002	-2.134	1	0.162	0.064	0.476	5.461	-1.194	
0.186	0.000	-2.177	0	0.162	0.064	0.000	0.000	3.925	
0.379	0.002	-2.060	1	0.162	0.064	1.385	4.711	-1.418	
0.405	0.002	-2.044	1	0.162	0.064	1.464	4.587	-1.469	
0.339	0.001	-1.990	2	0.162	0.064	0.942	3.812	-6.237	
0.330	0.001	-1.993	1	0.162	0.064	1.226	4.523	-1.655	
0.392	0.001	-2.016	1	0.162	0.064	1.378	5.382	-1.569	
0.436	0.001	-2.005	1	0.162	0.064	1.561	4.524	-1.608	
0.110	0.001	-2.207	1	0.162	0.064	0.625	5.434	-1.009	
0.048	0.001	-2.212	1	0.162	0.064	0.392	5.650	-0.997	
0.012	0.002	-2.157	2	0.162	0.064	0.143	5.827	-6.092	
0.001	0.002	-2.141	2	0.162	0.064	0.048	6.352	-6.098	
0.024	0.002	-2.195	1	0.162	0.064	0.269	6.982	-1.036	
0.136	0.000	-2.129	1	0.162	0.064	0.991	-2.448	-1.209	
0.032	0.001	-2.137	1	0.162	0.064	0.314	6.837	-1.186	
0.081	0.002	-2.069	1	0.162	0.064	0.525	5.672	-1.389	
0.009	0.001	-2.170	2	0.162	0.064	0.122	5.009	-6.089	
0.004	0.002	-2.174	3	0.162	0.064	0.066	8.136	-11.086	
0.015	0.003	-2.124	2	0.162	0.064	0.157	7.683	-6.105	
0.011	0.001	-2.096	2	0.162	0.064	0.118	5.750	-6.122	
0.035	0.002	-2.137	3	0.162	0.064	0.176	5.078	-11.013	
0.006	0.001	-2.142	1	0.162	0.063	0.139	6.583	-1.173	
0.003	0.001	-2.099	1	0.162	0.063	0.104	6.999	-1.296	
0.005	0.000	-2.056	2	0.162	0.063	0.100	6.035	-6.156	
0.002	0.001	-2.032	2	0.162	0.063	0.051	6.566	-6.181	
0.060	0.002	-2.015	1	0.162	0.063	0.436	6.522	-1.572	
0.155	0.002	-2.026	1	0.162	0.063	0.737	6.005	-1.534	
0.246	0.002	-2.086	1	0.162	0.063	1.013	4.954	-1.334	
0.213	0.003	-2.158	1	0.162	0.063	0.894	5.814	-1.129	
0.099	0.001	-2.139	1	0.162	0.063	0.587	5.564	-1.182	
0.306	0.000	-2.105	0	0.162	0.063	0.000	0.000	3.563	
0.445	0.000	-2.203	0	0.162	0.063	0.000	0.000	4.050	
0.787	0.000	-2.178	0	0.162	0.064	0.000	0.000	3.931	
0.765	0.000	-2.098	0	0.162	0.064	0.000	0.000	3.526	
0.482	0.000	-1.901	0	0.162	0.064	0.000	0.000	2.320	
0.527	0.001	-1.889	1	0.162	0.064	1.872	4.342	-2.103	
0.605	0.001	-1.808	1	0.162	0.064	2.193	4.252	-2.543	
0.605	0.001	-1.765	1	0.162	0.064	2.165	3.955	-2.810	
0.329	0.001	-1.728	1	0.162	0.064	1.243	4.751	-3.060	
0.377	0.002	-1.782	1	0.162	0.064	1.381	4.646	-2.699	
0.418	0.001	-1.793	1	0.162	0.064	1.455	5.328	-2.631	
0.498	0.001	-1.814	1	0.162	0.064	1.712	5.166	-2.507	
0.580	0.001	-1.846	1	0.162	0.064	2.021	5.000	-2.328	
0.578	0.001	-1.759	1	0.162	0.064	2.077	4.307	-2.844	
0.517	0.002	-1.811	1	0.162	0.064	1.810	4.134	-2.524	
0.337	0.001	-1.793	1	0.162	0.064	1.226	5.499	-2.629	
0.235	0.001	-1.795	1	0.162	0.064	0.984	4.983	-2.620	
0.114	0.001	-1.840	2	0.162	0.064	0.428	-2.777	-6.582	
0.128	0.003	-1.808	1	0.162	0.064	0.673	4.421	-2.541	
0.005	0.001	-1.831	1	0.162	0.064	0.126	7.620	-2.408	
0.028	0.001	-1.800	1	0.162	0.064	0.290	6.913	-2.586	
0.003	0.001	-1.861	4	0.162	0.064	0.047	2.686	-15.060	
0.126	0.001	-1.867	1	0.162	0.064	0.675	5.358	-2.214	
0.008	0.003	-1.765	4	0.162	0.064	0.073	5.115	-14.947	
0.019	0.001	-1.586	1	0.162	0.064	0.246	6.397	-4.259	
0.001	0.002	-1.669	3	0.162	0.064	0.036	6.714	-11.150	
0.021	0.001	-1.688	1	0.162	0.064	0.252	7.044	-3.355	
0.003	0.002	-1.564	2	0.162	0.064	0.071	8.664	-8.052	
0.078	0.001	-1.631	1	0.162	0.064	0.517	5.688	-3.835	
0.002	0.001	-1.675	2	0.162	0.064	0.059	7.882	-7.298	
0.003	0.002	-1.691	2	0.162	0.064	0.073	8.927	-7.205	
0.045	0.001	-1.618	1	0.162	0.064	0.381	5.677	-3.956	
0.092	0.001	-1.722	1	0.162	0.064	0.546	6.300	-3.099	
0.101	0.000	-1.723	1	0.162	0.064	0.586	5.256	-3.097	
0.001	0.001	-1.691	4	0.162	0.064	0.028	7.343	-14.953	
0.019	0.001	-1.801	1	0.162	0.064	0.237	7.099	-2.584	
0.191	0.002	-1.861	1	0.162	0.064	0.834	5.882	-2.247	
0.034	0.001	-1.869	1	0.162	0.064	0.333	6.047	-2.205	
0.034	0.002	-1.763	4	0.162	0.064	0.150	4.368	-14.946	
0.004	0.002	-1.771	3	0.162	0.064	0.069	6.721	-10.890	
0.259	0.000	-1.867	0	0.162	0.064	0.000	0.000	2.072	
0.158	0.002	-1.916	1	0.162	0.064	0.767	5.230	-1.977	
0.189	0.000	-1.970	1	0.162	0.064	0.829	5.888	-1.746	
0.282	0.003	-1.957	1	0.162	0.064	1.075	5.629	-1.800	
0.276	0.001	-1.949	2	0.162	0.064	0.798	4.695	-6.309	
0.129	0.001	-1.598	2	0.162	0.064	0.504	4.572	-7.792	
0.013	0.001	-1.574	4	0.162	0.064	0.109	5.955	-15.171	
0.005	0.002	-1.594	3	0.162	0.064	0.067	6.394	-11.466	
0.247	0.002	-1.574	3	0.162	0.064	0.554	1.477	-11.572	
0.167	0.003	-1.648	2	0.162	0.064	0.588	4.395	-7.455	
0.062	0.000	-1.779	1	0.162	0.064	0.456	5.811	-2.715	
0.301	0.001	-1.801	1	0.162	0.064	1.163	4.885	-2.584	
0.450	0.001	-1.796	1	0.162	0.064	1.555	5.262	-2.612	
0.461	0.003	-1.824	1	0.162	0.064	1.641	4.542	-2.450	
0.493	0.002	-1.880	1	0.162	0.064	1.722	4.184	-2.149	
0.477	0.003	-1.878	1	0.162	0.064	1.695	4.510	-2.158	
0.420	0.002	-1.906	1	0.162	0.064	1.510	4.556	-2.026	
0.428	0.001	-2.035	1	0.162	0.064	1.486	5.307	-1.502	
0.350	0.002	-2.012	1	0.162	0.064	1.284	4.477	-1.582	
0.139	0.001	-2.130	2	0.162	0.064	0.522	4.232	-6.103	
0.019	0.001	-2.133	2	0.162	0.064	0.203	5.258	-6.101	
0.021	0.002	-2.210	2	0.162	0.064	0.192	5.126	-6.085	
0.037	0.002	-2.170	1	0.162	0.064	0.339	6.765	-1.098	
0.010	0.001	-2.184	1	0.162	0.064	0.178	6.382	-1.065	
0.006	0.001	-2.165	1	0.162	0.064	0.135	6.608	-1.111	
0.154	0.001	-2.101	1	0.162	0.064	0.755	5.246	-1.290	
0.159	0.001	-2.071	1	0.162	0.064	0.770	5.227	-1.382	
0.110	0.001	-2.005	2	0.162	0.064	0.496	0.351	-6.216	
0.122	0.002	-1.906	1	0.162	0.064	0.661	5.446	-2.024	
0.013	0.001	-1.873	2	0.162	0.063	0.151	4.153	-6.484	
0.097	0.002	-1.785	1	0.162	0.063	0.572	5.280	-2.683	
0.014	0.003	-1.842	2	0.162	0.063	0.155	6.654	-6.575	
0.050	0.001	-1.807	2	0.162	0.063	0.301	6.167	-6.692	
0.026	0.003	-1.753	1	0.162	0.063	0.292	6.238	-2.886	
0.220	0.002	-1.668	1	0.162	0.063	0.913	5.792	-3.516	
0.281	0.002	-1.736	1	0.162	0.063	1.074	5.631	-3.005	
0.209	0.001	-1.708	2	0.162	0.063	0.659	4.856	-7.117	
0.226	0.002	-1.746	2	0.162	0.063	0.598	1.881	-6.937	
0.171	0.001	-1.870	1	0.162	0.063	0.806	5.250	-2.202	
0.205	0.001	-2.003	1	0.162	0.063	0.891	4.143	-1.617	
0.014	0.001	-2.068	1	0.162	0.063	0.183	3.011	-1.390	
0.010	0.003	-1.969	2	0.162	0.063	0.128	7.438	-6.272	
0.002	0.000	-2.020	1	0.162	0.063	0.077	6.918	-1.553	
0.093	0.001	-2.077	1	0.162	0.063	0.568	5.527	-1.362	
0.032	0.002	-2.118	1	0.162	0.063	0.312	6.842	-1.240	
0.166	0.002	-2.101	1	0.162	0.063	0.781	4.971	-1.289	
0.136	0.001	-2.128	1	0.162	0.063	0.703	5.317	-1.212	
0.036	0.000	-2.072	0	0.162	0.063	0.000	0.000	3.382	
0.073	0.002	-1.930	1	0.162	0.064	0.498	5.725	-1.914	
0.014	0.001	-1.874	2	0.162	0.064	0.138	5.030	-6.482	
0.088	0.000	-1.862	0	0.162	0.064	0.000	0.000	2.035	
0.190	0.001	-2.038	1	0.162	0.064	0.859	5.118	-1.490	
0.163	0.002	-1.886	1	0.162	0.064	0.783	5.279	-2.122	
0.068	0.001	-1.904	1	0.162	0.064	0.473	5.467	-2.035	
0.009	0.002	-2.021	1	0.162	0.064	0.162	7.428	-1.549	
0.002	0.002	-2.087	2	0.162	0.064	0.046	5.908	-6.129	
0.054	0.002	-2.164	2	0.162	0.063	0.308	5.518	-6.090	
0.020	0.002	-2.175	1	0.162	0.063	0.254	6.367	-1.087	
0.142	0.001	-2.164	1	0.162	0.063	0.722	5.291	-1.113	
0.220	0.002	-2.181	1	0.162	0.063	0.929	4.799	-1.071	
0.184	0.001	-2.195	1	0.162	0.063	0.843	5.205	-1.036	
0.280	0.001	-2.169	1	0.162	0.063	1.089	4.641	-1.102	
0.098	0.001	-2.184	1	0.162	0.063	0.567	6.264	-1.064	
0.092	0.003	-2.197	2	0.162	0.063	0.409	5.895	-6.085	
0.026	0.000	-2.119	1	0.162	0.063	0.311	4.485	-1.236	
0.018	0.002	-2.014	1	0.162	0.063	0.239	6.425	-1.575	
0.103	0.002	-2.024	2	0.162	0.063	0.446	5.474	-6.191	
0.016	0.001	-1.892	2	0.162	0.063	0.143	4.609	-6.434	
0.010	0.001	-1.869	1	0.162	0.063	0.177	7.358	-2.207	
0.032	0.001	-1.864	1	0.162	0.063	0.314	6.836	-2.229	
0.003	0.001	-1.839	1	0.162	0.063	0.091	6.173	-2.364	
0.068	0.001	-1.817	1	0.162	0.063	0.479	5.695	-2.486	
0.045	0.003	-1.936	3	0.162	0.063	0.208	5.257	-10.780	
0.167	0.001	-1.828	2	0.162	0.063	0.576	4.326	-6.618	
0.030	0.002	-1.895	2	0.162	0.063	0.201	5.666	-6.427	
0.014	0.002	-1.907	2	0.162	0.063	0.153	5.724	-6.399	
0.057	0.002	-1.956	1	0.162	0.063	0.437	5.853	-1.803	
0.035	0.003	-1.989	1	0.162	0.063	0.336	6.105	-1.670	
0.004	0.002	-2.028	3	0.162	0.063	0.061	5.681	-10.846	
0.078	0.001	-2.166	1	0.162	0.063	0.500	6.387	-1.108	
0.010	0.002	-2.104	3	0.162	0.063	0.108	8.347	-10.954	
0.019	0.002	-2.122	2	0.162	0.063	0.186	5.661	-6.106	
0.009	0.000	-2.091	1	0.162	0.063	0.162	6.462	-1.320	
0.001	0.002	-2.126	2	0.162	0.063	0.049	7.557	-6.104	
0.010	0.001	-2.096	1	0.162	0.063	0.175	6.397	-1.304	
0.160	0.002	-2.126	1	0.162	0.063	0.773	5.223	-1.217	
0.183	0.001	-2.145	1	0.162	0.063	0.813	5.907	-1.163	
0.183	0.001	-2.145	1	0.162	0.063	0.813	5.907	-1.163	
0.168	0.002	-2.206	1	0.162	0.063	0.798	5.192	-1.012	
0.219	0.000	-2.098	0	0.162	0.063	0.000	0.000	3.527	
0.033	0.001	-2.113	1	0.162	0.063	0.323	5.837	-1.254	
0.043	0.003	-2.100	3	0.162	0.063	0.230	4.239	-10.946	
0.194	0.001	-2.104	2	0.162	0.063	0.626	4.866	-6.117	
0.232	0.001	-2.076	1	0.162	0.063	0.945	5.758	-1.365	
0.374	0.001	-2.054	1	0.162	0.063	1.351	4.426	-1.435	
0.383	0.001	-2.084	1	0.162	0.063	1.377	4.407	-1.341	
0.188	0.002	-2.197	1	0.162	0.063	0.827	5.890	-1.032	
0.001	0.002	-2.194	2	0.162	0.063	0.048	8.663	-6.085	
0.008	0.001	-2.137	2	0.162	0.063	0.104	6.136	-6.099	
0.001	0.001	-2.125	2	0.162	0.063	0.045	7.535	-6.105	
0.027	0.002	-2.090	1	0.162	0.063	0.285	6.930	-1.322	
0.005	0.002	-2.109	2	0.162	0.063	0.092	8.212	-6.114	
0.008	0.001	-2.036	2	0.162	0.063	0.114	6.730	-6.177	
0.058	0.001	-2.009	1	0.162	0.063	0.442	5.774	-1.594	
0.117	0.002	-2.149	1	0.162	0.063	0.644	5.472	-1.153	
0.059	0.001	-2.184	1	0.162	0.063	0.429	6.537	-1.064	
0.001	0.001	-2.157	1	0.162	0.063	0.063	7.873	-1.133	
0.002	0.001	-2.176	3	0.162	0.063	0.041	7.860	-11.092	
0.044	0.001	-2.133	1	0.162	0.063	0.368	6.685	-1.197	
0.081	0.001	-2.051	3	0.162	0.063	0.285	3.463	-10.874	
0.223	0.001	-2.018	1	0.162	0.063	0.920	5.784	-1.563	
0.226	0.001	-2.126	1	0.162	0.063	0.928	5.776	-1.216	
0.165	0.002	-2.115	1	0.162	0.063	0.765	5.968	-1.247	
0.133	0.002	-2.107	2	0.162	0.063	0.495	5.313	-6.115	
0.267	0.000	-2.049	0	0.162	0.063	0.000	0.000	3.255	
0.099	0.000	-2.140	0	0.162	0.063	0.000	0.000	3.744	
0.204	0.002	-1.889	1	0.162	0.063	0.888	4.146	-2.107	
0.148	0.002	-1.959	1	0.162	0.063	0.738	5.269	-1.791	
0.448	0.000	-2.054	0	0.162	0.063	0.000	0.000	3.282	
0.620	0.001	-1.980	1	0.162	0.063	2.234	3.924	-1.704	
0.617	0.003	-1.959	1	0.162	0.063	2.179	4.925	-1.792	
0.689	0.002	-1.956	1	0.162	0.063	2.840	2.298	-1.802	
0.614	0.001	-1.937	1	0.162	0.063	2.235	4.165	-1.883	
0.635	0.001	-1.928	1	0.162	0.063	2.268	4.885	-1.925	
0.594	0.001	-1.875	1	0.162	0.063	2.145	4.274	-2.174	
0.519	0.002	-1.852	1	0.162	0.063	1.843	4.426	-2.296	
0.377	0.001	-1.932	1	0.162	0.063	1.359	4.420	-1.904	
0.125	0.001	-1.844	1	0.162	0.063	0.669	5.366	-2.335	
0.244	0.003	-1.887	1	0.162	0.063	0.977	5.725	-2.115	
0.332	0.001	-1.860	1	0.162	0.063	1.211	5.511	-2.251	
0.313	0.003	-1.874	1	0.162	0.063	1.161	5.553	-2.178	
0.220	0.002	-1.958	1	0.162	0.063	0.912	5.793	-1.795	
0.116	0.001	-1.895	1	0.161	0.063	0.644	5.404	-2.077	
0.176	0.002	-1.896	1	0.161	0.063	0.820	5.233	-2.071	
0.158	0.002	-1.921	1	0.161	0.063	0.743	5.997	-1.956	
0.068	0.002	-1.953	1	0.161	0.063	0.480	5.761	-1.815	
0.048	0.001	-2.041	1	0.161	0.063	0.399	5.940	-1.481	
0.024	0.002	-2.047	1	0.161	0.063	0.272	6.972	-1.459	
0.020	0.001	-1.993	1	0.161	0.063	0.247	7.061	-1.654	
0.015	0.001	-2.000	1	0.161	0.063	0.219	6.504	-1.630	
0.095	0.001	-1.935	1	0.161	0.063	0.618	3.818	-1.892	
0.029	0.002	-1.987	1	0.161	0.063	0.301	5.903	-1.677	
0.254	0.000	-1.925	0	0.161	0.063	0.000	0.000	2.484	
0.200	0.002	-1.982	1	0.161	0.063	0.886	5.088	-1.696	
0.183	0.001	-1.942	1	0.161	0.063	0.827	4.914	-1.860	
0.002	0.002	-1.981	3	0.161	0.063	0.040	6.702	-10.803	
0.002	0.001	-2.093	2	0.161	0.063	0.046	6.859	-6.124	
0.010	0.002	-2.046	2	0.161	0.063	0.134	5.022	-6.165	
0.030	0.002	-2.050	1	0.161	0.063	0.307	5.884	-1.450	
0.005	0.002	-2.078	4	0.161	0.063	0.059	7.167	-15.690	
0.008	0.003	-2.033	1	0.161	0.063	0.156	7.460	-1.508	
0.015	0.002	-2.003	3	0.161	0.063	0.108	3.476	-10.821	
0.090	0.002	-1.963	1	0.161	0.063	0.539	6.313	-1.775	
0.172	0.001	-1.992	1	0.161	0.063	0.808	5.179	-1.657	
0.119	0.002	-2.025	1	0.161	0.063	0.652	5.391	-1.536	
0.190	0.001	-2.020	2	0.161	0.063	0.620	3.517	-6.196	
0.001	0.002	-2.061	1	0.161	0.063	0.055	7.840	-1.415	
0.036	0.001	-2.050	2	0.161	0.063	0.245	5.905	-6.161	
0.020	0.002	-2.055	1	0.161	0.063	0.252	6.309	-1.433	
0.002	0.001	-2.043	1	0.161	0.063	0.080	7.178	-1.474	
0.017	0.001	-1.917	1	0.161	0.063	0.237	6.365	-1.975	
0.034	0.001	-1.945	4	0.161	0.063	0.160	1.115	-15.250	
0.071	0.001	-2.022	1	0.161	0.063	0.474	6.439	-1.549	
0.001	0.001	-2.022	3	0.161	0.063	0.033	5.829	-10.840	
0.161	0.003	-1.981	1	0.161	0.063	0.754	5.982	-1.701	
0.010	0.002	-2.056	1	0.161	0.063	0.174	6.402	-1.430	
0.004	0.002	-2.056	1	0.161	0.063	0.102	7.752	-1.430	
0.039	0.001	-2.040	1	0.161	0.063	0.345	6.747	-1.485	
0.056	0.002	-2.189	2	0.161	0.063	0.312	5.266	-6.086	
0.004	0.001	-2.172	1	0.161	0.063	0.112	6.956	-1.093	
0.117	0.001	-2.079	1	0.161	0.063	0.625	6.168	-1.355	
0.257	0.002	-2.036	1	0.161	0.063	1.012	5.690	-1.499	
0.262	0.002	-2.037	1	0.161	0.063	1.040	4.686	-1.494	
0.318	0.001	-2.021	1	0.161	0.063	1.396	1.562	-1.549	
0.376	0.002	-2.046	1	0.161	0.063	1.378	4.716	-1.465	
0.301	0.000	-2.007	1	0.161	0.063	1.164	4.884	-1.602	
0.291	0.002	-1.999	3	0.161	0.063	0.762	0.732	-10.818	
0.396	0.001	-2.004	1	0.161	0.063	1.436	4.675	-1.614	
0.383	0.001	-1.969	1	0.161	0.063	1.399	4.701	-1.748	
0.543	0.001	-1.978	1	0.161	0.063	1.873	5.076	-1.714	
0.523	0.001	-1.999	1	0.161	0.063	1.857	4.418	-1.634	
0.457	0.001	-1.985	1	0.161	0.063	1.628	4.550	-1.685	
0.409	0.001	-1.927	1	0.161	0.063	1.477	4.579	-1.927	
0.527	0.000	-1.894	0	0.161	0.063	0.000	0.000	2.267	
0.036	0.001	-1.842	1	0.161	0.063	0.394	2.813	-2.347	
0.118	0.002	-1.830	1	0.161	0.063	0.648	5.397	-2.417	
0.245	0.002	-1.787	1	0.161	0.063	0.980	5.722	-2.665	
0.268	0.001	-1.796	1	0.161	0.063	1.057	4.671	-2.610	
0.323	0.002	-1.859	1	0.161	0.063	1.224	4.766	-2.256	
0.186	0.001	-1.710	3	0.161	0.063	0.476	0.651	-11.026	
0.240	0.002	-1.799	1	0.161	0.063	0.964	5.738	-2.592	
0.270	0.001	-1.823	1	0.161	0.063	1.062	4.666	-2.455	
0.332	0.003	-1.814	2	0.161	0.063	0.906	3.241	-6.668	
0.079	0.002	-1.837	1	0.161	0.063	0.513	5.387	-2.374	
0.148	0.003	-1.780	3	0.161	0.063	0.398	1.595	-10.876	
0.200	0.001	-1.731	2	0.161	0.063	0.646	5.113	-7.006	
0.066	0.001	-1.826	2	0.161	0.063	0.348	5.425	-6.626	
0.008	0.001	-1.914	1	0.161	0.063	0.155	7.465	-1.986	
0.005	0.001	-2.032	2	0.161	0.063	0.096	8.080	-6.181	
0.095	0.000	-1.962	0	0.161	0.063	0.000	0.000	2.729	
0.207	0.000	-1.936	0	0.161	0.063	0.000	0.000	2.557	
0.011	0.003	-1.906	1	0.161	0.063	0.190	6.629	-2.024	
0.044	0.002	-1.931	1	0.161	0.063	0.382	5.916	-1.910	
0.015	0.002	-2.034	1	0.161	0.063	0.217	6.206	-1.506	
0.029	0.002	-2.073	1	0.161	0.063	0.302	5.901	-1.374	
0.019	0.000	-2.073	1	0.161	0.063	0.241	6.112	-1.375	
0.005	0.001	-1.989	1	0.161	0.063	0.125	7.625	-1.672	
0.171	0.000	-2.146	1	0.161	0.063	0.715	-3.687	-1.162	
0.072	0.002	-2.062	2	0.161	0.063	0.354	5.985	-6.149	
0.084	0.000	-2.060	1	0.161	0.063	0.535	5.654	-1.418	
0.002	0.002	-2.069	1	0.161	0.063	0.069	7.877	-1.389	
0.180	0.001	-2.011	1	0.161	0.063	0.804	5.918	-1.586	
0.179	0.002	-2.052	1	0.161	0.063	0.801	5.922	-1.444	
0.002	0.000	-2.071	2	0.161	0.063	0.061	-0.105	-6.142	
0.047	0.001	-2.133	1	0.161	0.063	0.392	5.957	-1.198	
0.064	0.001	-2.052	1	0.161	0.063	0.458	5.498	-1.444	
